Tags,Ticket,Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(GBP),Min(pips),Min(GBP),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(GBP)
,60474104,08/08/2017 11:53,11/08/2017 11:07,EU50CA,Buy,2.00,0.00000,0.00000,3505.25000,3407.95000,0.0000,-2.3500,-9730.0,-178.65,-0.03,"",0,02:23:13:31,,,,,,,,,,,,
,60605021,11/08/2017 05:05,11/08/2017 11:07,GOLD,Buy,5.00,0.00000,0.00000,1286.06000,1287.33000,0.0000,0.0000,127.0,489.44,0.09,"",0,00:06:01:30,,,,,,,,,,,,
,60572255,10/08/2017 10:41,10/08/2017 17:48,AUS200,Sell,10.00,0.00000,0.00000,5751.00000,5743.00000,0.0000,0.0000,8.0,48.58,0.01,"",0,00:07:07:02,99.8,7h 6m,33.0,0.02,41.0,248.87,0.0,0.0,100.0,19.5,-33.00,-200.31
,59965729,31/07/2017 04:20,01/08/2017 03:38,AUDCHF,Buy,0.01,0.00000,0.77500,0.77172,0.77500,0.0000,0.0100,32.8,2.58,0.00,"[tp]",0,00:23:18:07,87.1,20h 17m,45.3,0.30,57.2,4.5760000000000005,-16.9,-1.3519999999999999,77.2,67.1,-24.40,-1.95
,59965728,31/07/2017 04:20,31/07/2017 13:17,AUDCHF,Buy,0.01,0.00000,0.77400,0.77168,0.77400,0.0000,0.0000,23.2,1.83,0.00,"[tp]",0,00:08:57:42,96.3,8h 37m,27.8,0.22,28.8,2.3040000000000003,-6.4,-0.512,81.8,84.1,-5.60,-0.45
,59965724,31/07/2017 04:20,31/07/2017 08:36,AUDCHF,Buy,0.01,0.00000,0.77300,0.77168,0.77300,0.0000,0.0000,13.2,1.04,0.00,"[tp]",0,00:04:15:56,92.2,3h 55m,25.5,0.34,19.1,1.5280000000000002,-6.4,-0.512,74.9,76.9,-5.90,-0.47
,59965710,09/11/2016 08:13,31/07/2017 04:19,AUDCHF,Buy,0.99,0.00000,0.00000,0.73325,0.77116,0.0000,0.0000,379.1,2952.17,0.56,"partial close",0,263:20:06:11,0.4,1d 1h ,0.0,0.00,379.1,2953.1890000000003,0.0,0.0,100.0,100.0,0.00,0.00
,48968487,22/02/2017 10:32,31/07/2017 04:19,AUDCHF,Sell,0.00,0.00000,0.00000,0.78038,0.78038,0.0000,0.0000,0.0,0.00,0.00,"from #40375587",0,158:17:47:18,0.0,0s,0.0,1.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00
,35835061,09/11/2016 08:13,31/07/2017 04:19,AUDCHF,Buy,0.01,0.00000,0.00000,0.73325,0.78038,0.0000,471.2700,471.3,508.34,0.10,"partial close",0,263:20:06:02,0.4,1d 1h ,0.0,0.00,471.3,37.704,0.0,0.0,100.0,100.0,0.00,0.00
,51688452,04/05/2017 17:42,28/07/2017 03:55,AUDCHF,Buy,0.02,0.00000,0.77000,0.73309,0.77000,0.0000,2.9400,369.1,61.34,0.01,"[tp]",0,84:10:13:32,0.2,4h 15m,0.0,0.00,369.1,59.056000000000004,0.0,0.0,100.0,100.0,0.00,0.00
,40375529,09/03/2017 20:14,28/07/2017 03:55,AUDCHF,Buy,0.05,0.00000,0.77000,0.76000,0.77000,0.0000,12.4800,100.0,52.04,0.01,"[tp]",0,140:07:41:35,0.2,7h 4m,0.0,0.01,100.0,40.0,0.0,0.0,100.0,100.0,0.00,0.00
,49227142,19/04/2017 03:22,28/07/2017 03:55,AUDCHF,Buy,0.02,0.00000,0.77000,0.75311,0.77000,0.0000,3.5900,168.9,30.31,0.01,"[tp]",0,100:00:33:27,0.2,5h 2m,0.0,0.01,168.9,27.024,0.0,0.0,100.0,100.0,0.00,0.00
,49227137,19/04/2017 03:22,27/07/2017 12:57,AUDCHF,Buy,0.02,0.00000,0.76900,0.75311,0.76900,0.0000,3.5600,158.9,28.77,0.01,"[tp]",0,99:09:35:30,0.2,5h 0m,0.0,0.01,158.9,25.424000000000003,0.0,0.0,100.0,100.0,0.00,0.00
,49227127,19/04/2017 03:21,27/07/2017 12:38,AUDCHF,Buy,0.02,0.00000,0.76800,0.75314,0.76800,0.0000,3.5600,148.6,27.17,0.01,"[tp]",0,99:09:16:40,0.2,5h 0m,0.0,0.01,148.6,23.776,0.0,0.0,100.0,100.0,0.00,0.00
,49227108,19/04/2017 03:21,27/07/2017 12:34,AUDCHF,Buy,0.02,0.00000,0.76700,0.75315,0.76700,0.0000,3.5600,138.5,25.60,0.00,"[tp]",0,99:09:12:27,0.2,5h 0m,0.0,0.01,138.5,22.16,0.0,0.0,100.0,100.0,0.00,0.00
,49227104,19/04/2017 03:21,27/07/2017 06:33,AUDCHF,Buy,0.02,0.00000,0.76600,0.75315,0.76600,0.0000,3.5600,128.5,24.12,0.00,"[tp]",0,99:03:11:45,0.2,4h 59m,0.0,0.01,128.5,20.56,0.0,0.0,100.0,100.0,0.00,0.00
,49227095,19/04/2017 03:21,27/07/2017 06:02,AUDCHF,Buy,0.02,0.00000,0.76500,0.75313,0.76500,0.0000,3.5600,118.7,22.56,0.00,"[tp]",0,99:02:40:54,0.2,4h 59m,0.0,0.01,118.7,18.992,0.0,0.0,100.0,100.0,0.00,0.00
,49227092,19/04/2017 03:21,27/07/2017 04:39,AUDCHF,Buy,0.02,0.00000,0.76400,0.75307,0.76400,0.0000,3.5600,109.3,21.07,0.00,"[tp]",0,99:01:17:58,0.2,4h 59m,0.0,0.01,109.3,17.488,0.0,0.0,100.0,100.0,0.00,0.00
,49227086,19/04/2017 03:21,27/07/2017 04:25,AUDCHF,Buy,0.02,0.00000,0.76300,0.75307,0.76300,0.0000,3.5600,99.3,19.48,0.00,"[tp]",0,99:01:04:14,0.2,4h 59m,0.0,0.01,99.3,15.888,0.0,0.0,100.0,100.0,0.00,0.00
,35837657,09/11/2016 08:35,20/07/2017 16:17,AUDCHF,Buy,0.03,0.00000,0.00000,0.73433,0.75895,0.0000,14.3300,246.2,73.83,0.01,"",0,253:07:41:07,0.4,1d ,0.0,0.00,246.2,59.087999999999994,0.0,0.0,100.0,100.0,0.00,0.00
,35837330,09/11/2016 08:30,20/07/2017 16:17,AUDCHF,Buy,0.03,0.00000,0.00000,0.73498,0.75899,0.0000,14.3300,240.1,72.36,0.01,"",0,253:07:46:33,0.4,1d ,0.0,0.00,240.1,57.623999999999995,0.0,0.0,100.0,100.0,0.00,0.00
,40375238,26/09/2016 14:28,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.73866,0.75899,0.0000,16.8800,203.3,66.01,0.01,"from #35989652",0,297:01:48:03,0.4,1d 5h ,0.0,0.01,203.3,48.792,0.0,0.0,100.0,100.0,0.00,0.00
,36342546,22/12/2016 10:26,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.74094,0.75898,0.0000,11.6900,180.4,55.29,0.01,"",0,210:05:50:52,0.1,5h 33m,0.0,0.01,180.4,43.296,0.0,0.0,100.0,100.0,0.00,0.00
,35681875,09/11/2016 04:22,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.74189,0.75894,0.0000,14.3300,170.5,55.53,0.01,"",0,253:11:54:13,0.4,1d ,0.0,0.01,170.5,40.92,0.0,0.0,100.0,100.0,0.00,0.00
,36342545,19/12/2016 17:23,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.74295,0.75899,0.0000,11.9800,160.4,50.74,0.01,"",0,212:22:53:14,0.1,5h 37m,0.0,0.01,160.4,38.496,0.0,0.0,100.0,100.0,0.00,0.00
,36434906,18/11/2016 12:06,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.74413,0.75899,0.0000,13.6600,148.6,49.57,0.01,"from #36384755",0,244:04:10:13,0.5,1d 5h ,0.0,0.01,148.6,35.663999999999994,0.0,0.0,100.0,100.0,0.00,0.00
,36342544,19/12/2016 15:52,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.74502,0.75899,0.0000,11.9800,139.7,45.74,0.01,"",0,213:00:23:53,0.1,5h 37m,0.0,0.01,139.7,33.528,0.0,0.0,100.0,100.0,0.00,0.00
,36342540,19/12/2016 14:06,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.74597,0.75899,0.0000,11.9800,130.2,43.44,0.01,"",0,213:02:09:42,0.1,5h 37m,0.0,0.01,130.2,31.247999999999998,0.0,0.0,100.0,100.0,0.00,0.00
,36342536,19/12/2016 13:01,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.74692,0.75900,0.0000,11.9800,120.8,41.17,0.01,"",0,213:03:15:00,0.1,5h 37m,0.0,0.01,120.8,28.991999999999997,0.0,0.0,100.0,100.0,0.00,0.00
,35697892,03/11/2016 14:27,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.74776,0.75904,0.0000,14.5700,112.8,41.83,0.01,"",0,259:01:48:34,0.4,1d 1h ,0.0,0.01,112.8,27.072,0.0,0.0,100.0,100.0,0.00,0.00
,35697890,03/11/2016 14:27,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.74779,0.75907,0.0000,14.5700,112.8,41.82,0.01,"",0,259:01:48:42,0.4,1d 1h ,0.0,0.01,112.8,27.072,0.0,0.0,100.0,100.0,0.00,0.00
,35614882,01/11/2016 16:21,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.75081,0.75905,0.0000,14.8100,82.4,34.72,0.01,"",0,260:23:54:34,0.4,1d 1h ,0.0,0.01,82.4,19.776,0.0,0.0,100.0,100.0,0.00,0.00
,36342528,30/11/2016 17:02,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.75500,0.75903,0.0000,13.0900,40.3,22.82,0.00,"",0,231:23:14:12,0.1,6h 7m,0.0,0.02,40.3,9.671999999999999,0.0,0.0,100.0,100.0,0.00,0.00
,36342527,30/11/2016 17:39,20/07/2017 16:16,AUDCHF,Buy,0.03,0.00000,0.00000,0.75395,0.75902,0.0000,13.0900,50.7,25.34,0.00,"",0,231:22:37:04,0.1,6h 7m,0.0,0.02,50.7,12.168000000000001,0.0,0.0,100.0,100.0,0.00,0.00
,36384772,29/11/2016 14:11,20/07/2017 16:15,AUDCHF,Buy,0.01,0.00000,0.00000,0.75711,0.75913,0.0000,4.4600,20.2,6.09,0.00,"",0,233:02:04:16,0.5,1d 3h ,0.0,0.05,20.2,1.6159999999999999,0.0,0.0,100.0,100.0,0.00,0.00
,28612108,13/07/2016 06:12,20/07/2017 16:14,AUDCHF,Buy,0.05,0.00000,0.80000,0.75147,0.75893,0.0000,37.7900,74.6,67.84,0.01,"jay eat swap",0,372:10:02:29,0.3,1d 2h ,0.0,0.01,74.6,29.84,0.0,0.0,100.0,100.0,0.00,0.00
,35614885,01/11/2016 16:12,20/07/2017 16:14,AUDCHF,Buy,0.03,0.00000,0.00000,0.75204,0.75897,0.0000,14.8100,69.3,31.56,0.01,"",0,261:00:02:09,0.4,1d 1h ,0.0,0.01,69.3,16.631999999999998,0.0,0.0,100.0,100.0,0.00,0.00
,35899337,10/11/2016 15:03,20/07/2017 16:14,AUDCHF,Buy,0.05,0.00000,0.00000,0.75296,0.75893,0.0000,23.3600,59.7,47.41,0.01,"",0,252:01:10:33,0.4,1d ,0.0,0.02,59.7,23.880000000000003,0.0,0.0,100.0,100.0,0.00,0.00
,49227073,19/04/2017 03:21,20/07/2017 04:30,AUDCHF,Buy,0.02,0.00000,0.76200,0.75305,0.76200,0.0000,3.3600,89.5,17.76,0.00,"[tp]",0,92:01:09:04,0.2,4h 38m,0.0,0.01,89.5,14.32,0.0,0.0,100.0,100.0,0.00,0.00
,49227055,19/04/2017 03:21,20/07/2017 04:30,AUDCHF,Buy,0.02,0.00000,0.76100,0.75303,0.76100,0.0000,3.3600,79.7,16.18,0.00,"[tp]",0,92:01:09:14,0.2,4h 38m,0.0,0.01,79.7,12.752,0.0,0.0,100.0,100.0,0.00,0.00
,59292927,18/07/2017 16:37,19/07/2017 00:48,AUDCAD,Sell,5.00,0.00000,0.00000,0.99906,0.99973,0.0000,-22.5100,-6.7,-225.87,-0.04,"",0,00:08:10:56,3.1,15m,27.5,13.76,2.0,60.7,-27.5,-834.625,6.8,70.5,-8.70,-264.05
,59297331,18/07/2017 17:25,19/07/2017 00:48,AUDCAD,Sell,5.00,0.00000,0.00000,1.00154,0.99976,0.0000,-22.5100,17.8,517.75,0.10,"",0,00:07:22:35,100.0,7h 22m,23.6,0.04,26.8,813.3800000000001,0.0,0.0,100.0,66.4,-9.00,-273.15
,59289071,18/07/2017 16:04,18/07/2017 17:25,AUDCAD,Buy,5.00,0.00000,1.10000,1.00017,1.00168,0.0000,0.0000,15.1,459.07,0.09,"",0,00:01:20:37,100.0,1h 20m,18.6,0.04,25.7,781.28,0.0,0.0,100.0,58.8,-10.60,-322.24
,51688442,04/05/2017 17:41,18/07/2017 09:23,AUDCHF,Buy,0.02,0.00000,0.76000,0.73304,0.76000,0.0000,2.6000,269.6,45.48,0.01,"[tp]",0,74:15:41:15,0.3,5h 22m,0.0,0.00,269.6,43.136,0.0,0.0,100.0,100.0,0.00,0.00
,49227045,19/04/2017 03:20,18/07/2017 09:23,AUDCHF,Buy,0.02,0.00000,0.76000,0.75303,0.76000,0.0000,3.2500,69.7,14.34,0.00,"[tp]",0,90:06:02:18,0.2,4h 32m,0.0,0.01,69.7,11.152000000000001,0.0,0.0,100.0,100.0,0.00,0.00
,49227037,19/04/2017 03:20,18/07/2017 09:15,AUDCHF,Buy,0.02,0.00000,0.75900,0.75303,0.75900,0.0000,3.2500,59.7,12.74,0.00,"[tp]",0,90:05:55:11,0.2,4h 32m,0.0,0.02,59.7,9.552000000000001,0.0,0.0,100.0,100.0,0.00,0.00
,49227024,19/04/2017 03:20,18/07/2017 06:20,AUDCHF,Buy,0.02,0.00000,0.75800,0.75301,0.75800,0.0000,3.2500,49.9,11.20,0.00,"[tp]",0,90:02:59:35,0.2,4h 32m,0.0,0.02,49.9,7.984,0.0,0.0,100.0,100.0,0.00,0.00
,49227012,19/04/2017 03:20,18/07/2017 05:45,AUDCHF,Buy,0.05,0.00000,0.75700,0.75320,0.75700,0.0000,7.8600,38.0,22.99,0.00,"[tp]",0,90:02:24:46,0.2,4h 32m,0.0,0.03,38.0,15.200000000000001,0.0,0.0,100.0,100.0,0.00,0.00
,50846790,01/05/2017 01:12,18/07/2017 05:45,AUDCHF,Buy,0.01,0.00000,0.75700,0.74439,0.75700,0.0000,1.3500,126.1,11.39,0.00,"[tp]",0,78:04:32:39,0.3,5h 37m,0.0,0.01,126.1,10.088,0.0,0.0,100.0,100.0,0.00,0.00
,49227010,19/04/2017 03:20,18/07/2017 05:27,AUDCHF,Buy,0.05,0.00000,0.75600,0.75311,0.75600,0.0000,7.8600,28.9,19.37,0.00,"[tp]",0,90:02:06:46,0.2,4h 32m,0.0,0.03,28.9,11.56,0.0,0.0,100.0,100.0,0.00,0.00
,50846691,01/05/2017 01:12,18/07/2017 05:27,AUDCHF,Buy,0.01,0.00000,0.75600,0.74427,0.75600,0.0000,1.3500,117.3,10.69,0.00,"[tp]",0,78:04:14:45,0.3,5h 37m,0.0,0.01,117.3,9.384,0.0,0.0,100.0,100.0,0.00,0.00
,51688431,04/05/2017 17:41,18/07/2017 05:04,AUDCHF,Buy,0.02,0.00000,0.75500,0.73302,0.75500,0.0000,2.6000,219.8,37.61,0.01,"[tp]",0,74:11:23:03,0.3,5h 21m,0.0,0.00,219.8,35.168,0.0,0.0,100.0,100.0,0.00,0.00
,51688411,04/05/2017 17:41,18/07/2017 05:04,AUDCHF,Buy,0.02,0.00000,0.75500,0.73303,0.75500,0.0000,2.6000,219.7,37.59,0.01,"[tp]",0,74:11:23:19,0.3,5h 21m,0.0,0.00,219.7,35.152,0.0,0.0,100.0,100.0,0.00,0.00
,50846672,01/05/2017 01:12,18/07/2017 05:04,AUDCHF,Buy,0.01,0.00000,0.75500,0.74427,0.75500,0.0000,1.3500,107.3,9.89,0.00,"[tp]",0,78:03:52:34,0.3,5h 37m,0.0,0.01,107.3,8.584,0.0,0.0,100.0,100.0,0.00,0.00
,49227006,19/04/2017 03:20,18/07/2017 05:04,AUDCHF,Buy,0.05,0.00000,0.75500,0.75311,0.75500,0.0000,7.8600,18.9,15.38,0.00,"[tp]",0,90:01:44:36,0.2,4h 32m,0.0,0.05,18.9,7.56,0.0,0.0,100.0,100.0,0.00,0.00
,51688424,04/05/2017 17:41,14/07/2017 15:47,AUDCHF,Buy,0.02,0.00000,0.75400,0.73303,0.75400,0.0000,2.5400,209.7,35.99,0.01,"[tp]",0,70:22:05:35,0.3,5h 6m,0.0,0.00,209.7,33.552,0.0,0.0,100.0,100.0,0.00,0.00
,50846624,01/05/2017 01:12,14/07/2017 15:47,AUDCHF,Buy,0.01,0.00000,0.75400,0.74427,0.75400,0.0000,1.3300,97.3,9.09,0.00,"[tp]",0,74:14:35:07,0.3,5h 22m,0.0,0.01,97.3,7.784,0.0,0.0,100.0,100.0,0.00,0.00
,51688420,04/05/2017 17:41,14/07/2017 15:37,AUDCHF,Buy,0.02,0.00000,0.75300,0.73303,0.75300,0.0000,2.5400,199.7,34.34,0.01,"[tp]",0,70:21:56:08,0.3,5h 6m,0.0,0.01,199.7,31.951999999999998,0.0,0.0,100.0,100.0,0.00,0.00
,50846547,01/05/2017 01:12,14/07/2017 15:37,AUDCHF,Buy,0.01,0.00000,0.75300,0.74425,0.75300,0.0000,1.3300,87.5,8.29,0.00,"[tp]",0,74:14:25:39,0.3,5h 22m,0.0,0.01,87.5,7.0,0.0,0.0,100.0,100.0,0.00,0.00
,51475744,03/05/2017 13:51,14/07/2017 13:53,AUDCHF,Buy,5.00,0.00000,0.00000,0.74056,0.75190,0.0000,637.5300,113.4,5147.84,0.99,"",0,72:00:01:52,0.3,5h 11m,0.0,0.01,113.4,4509.918000000001,0.0,0.0,100.0,100.0,0.00,0.00
,51688408,04/05/2017 17:41,14/07/2017 10:36,AUDCHF,Buy,0.02,0.00000,0.75100,0.73300,0.75100,0.0000,2.5400,180.0,31.25,0.01,"[tp]",0,70:16:55:30,0.3,5h 5m,0.0,0.01,180.0,28.8,0.0,0.0,100.0,100.0,0.00,0.00
,51688403,04/05/2017 17:41,14/07/2017 10:16,AUDCHF,Buy,0.02,0.00000,0.75000,0.73303,0.75000,0.0000,2.5400,169.7,29.64,0.01,"[tp]",0,70:16:35:01,0.3,5h 5m,0.0,0.01,169.7,27.151999999999997,0.0,0.0,100.0,100.0,0.00,0.00
,51688398,04/05/2017 17:41,14/07/2017 03:33,AUDCHF,Buy,0.02,0.00000,0.74900,0.73303,0.74900,0.0000,2.5400,159.7,28.03,0.01,"[tp]",0,70:09:52:04,0.3,5h 4m,0.0,0.01,159.7,25.552,0.0,0.0,100.0,100.0,0.00,0.00
,51688394,04/05/2017 17:41,13/07/2017 18:19,AUDCHF,Buy,0.02,0.00000,0.74800,0.73301,0.74800,0.0000,2.5100,149.9,26.47,0.01,"[tp]",0,70:00:38:06,0.3,5h 2m,0.0,0.01,149.9,23.984,0.0,0.0,100.0,100.0,0.00,0.00
,51688385,04/05/2017 17:41,13/07/2017 13:38,AUDCHF,Buy,0.02,0.00000,0.74700,0.73308,0.74700,0.0000,2.5100,139.2,24.83,0.00,"[tp]",0,69:19:57:34,0.3,5h 1m,0.0,0.01,139.2,22.272,0.0,0.0,100.0,100.0,0.00,0.00
,51687982,04/05/2017 17:38,20/06/2017 16:15,AUDCHF,Buy,4.00,0.00000,0.00000,0.73305,0.74008,0.0000,321.9400,70.3,2604.26,0.50,"to #57258423",0,46:22:37:27,31.8,14d 22h ,309.7,1.40,129.2,4195.124,-180.5,-5860.835,41.7,81.0,-58.90,-1912.48
,27406114,31/05/2017 16:49,05/06/2017 19:53,AUDCHF,Buy,0.01,0.00000,0.72260,0.72100,0.72260,0.0000,0.1000,16.0,1.38,0.00,"jay",0,05:03:03:33,8.2,10h 5m,60.5,2.62,23.1,1.848,-60.5,-4.84,27.6,91.5,-7.10,-0.57
,27406105,31/05/2017 16:49,05/06/2017 19:53,AUDCHF,Buy,0.01,0.00000,0.72260,0.72100,0.72260,0.0000,0.1000,16.0,1.38,0.00,"jay",0,05:03:03:33,8.2,10h 5m,60.5,2.62,23.1,1.848,-60.5,-4.84,27.6,91.5,-7.10,-0.57
,27404842,31/05/2017 18:05,05/06/2017 14:13,AUDCHF,Buy,0.01,0.00000,0.72160,0.72000,0.72160,0.0000,0.1000,16.0,1.38,0.00,"jay",0,04:20:08:04,5.6,6h 30m,55.7,2.46,20.5,1.6400000000000001,-50.5,-4.04,28.9,93.7,-4.50,-0.36
,27406380,31/05/2017 18:09,05/06/2017 11:34,AUDCHF,Buy,0.01,0.00000,0.72150,0.71990,0.72150,0.0000,0.1000,16.0,1.39,0.00,"[tp]",0,04:17:24:54,3.7,4h 12m,55.7,2.59,19.1,1.5280000000000002,-49.5,-3.96,27.8,95.5,-3.10,-0.25
,27406303,01/06/2017 04:58,05/06/2017 10:56,AUDCHF,Buy,0.01,0.00000,0.72000,0.71806,0.72000,0.0000,0.0400,19.4,1.60,0.00,"[tp]",0,04:05:57:56,11.0,11h 12m,45.2,0.86,36.1,2.8880000000000003,-31.1,-2.488,53.7,75.1,-16.70,-1.34
,27406341,01/06/2017 04:59,05/06/2017 09:00,AUDCHF,Buy,0.01,0.00000,0.71957,0.71797,0.71957,0.0000,0.0400,16.0,1.33,0.00,"[tp]",0,04:04:00:41,9.7,9h 42m,45.2,0.91,33.2,2.656,-30.2,-2.416,52.4,72.9,-17.20,-1.38
,27406319,01/06/2017 04:59,05/06/2017 09:00,AUDCHF,Buy,0.01,0.00000,0.71957,0.71797,0.71957,0.0000,0.0400,16.0,1.33,0.00,"[tp]",0,04:04:00:41,9.7,9h 42m,45.2,0.91,33.2,2.656,-30.2,-2.416,52.4,72.9,-17.20,-1.38
,27406271,02/06/2017 16:52,05/06/2017 07:42,AUDCHF,Buy,0.01,0.00000,0.71860,0.71500,0.71860,0.0000,0.0200,36.0,2.92,0.00,"jay",0,02:14:49:57,23.3,14h 38m,23.3,0.02,49.4,3.952,0.0,0.0,100.0,72.9,-13.40,-1.07
,27406259,02/06/2017 16:52,02/06/2017 19:09,AUDCHF,Buy,0.01,0.00000,0.71760,0.71500,0.71760,0.0000,0.0000,26.0,2.09,0.00,"jay",0,00:02:17:21,100.0,2h 17m,6.0,0.04,26.0,2.08,0.0,0.0,100.0,100.0,0.00,0.00
,27406243,02/06/2017 16:52,02/06/2017 17:15,AUDCHF,Buy,0.01,0.00000,0.71660,0.71500,0.71660,0.0000,0.0000,16.0,1.29,0.00,"jay[tp]",0,00:00:22:57,4.4,1m,0.0,0.06,16.0,1.28,0.0,0.0,100.0,100.0,0.00,0.00
,27406465,02/06/2017 16:52,02/06/2017 17:14,AUDCHF,Buy,0.01,0.00000,0.71657,0.71497,0.71657,0.0000,0.0000,16.0,1.29,0.00,"[tp]",0,00:00:22:49,4.6,1m,0.0,0.06,16.0,1.28,0.0,0.0,100.0,100.0,0.00,0.00
,27406137,26/05/2017 11:07,26/05/2017 14:18,AUDCHF,Buy,0.01,0.00000,0.72360,0.72200,0.72360,0.0000,0.0000,16.0,1.29,0.00,"jay",0,00:03:10:38,100.0,3h 10m,33.0,0.02,49.0,3.92,0.0,0.0,100.0,32.7,-33.00,-2.64
,27406200,22/05/2017 13:02,22/05/2017 15:04,AUDCHF,Buy,0.01,0.00000,0.72560,0.72400,0.72560,0.0000,0.0000,16.0,1.27,0.00,"jay[tp]",0,00:02:01:56,0.9,1m,0.0,0.06,16.0,1.28,0.0,0.0,100.0,100.0,0.00,0.00
,27406175,22/05/2017 13:02,22/05/2017 15:04,AUDCHF,Buy,0.01,0.00000,0.72560,0.72400,0.72560,0.0000,0.0000,16.0,1.27,0.00,"jay[tp]",0,00:02:01:56,0.9,1m,0.0,0.06,16.0,1.28,0.0,0.0,100.0,100.0,0.00,0.00
,51688375,04/05/2017 17:40,12/05/2017 15:40,AUDCHF,Buy,0.02,0.00000,0.74600,0.73309,0.74600,0.0000,0.3100,129.1,20.24,0.00,"[tp]",0,07:21:59:17,54.7,4d 7h ,60.5,0.45,129.1,19.365,-58.7,-8.805,68.7,100.0,0.00,0.00
,51688373,04/05/2017 17:40,10/05/2017 17:35,AUDCHF,Buy,0.02,0.00000,0.74500,0.73304,0.74500,0.0000,0.1600,119.6,18.50,0.00,"[tp]",0,05:23:54:26,40.5,2d 10h ,60.5,0.46,126.8,19.02,-58.2,-8.73,68.5,96.1,-7.20,-1.08
,51688359,04/05/2017 17:40,10/05/2017 17:25,AUDCHF,Buy,0.02,0.00000,0.74400,0.73304,0.74400,0.0000,0.1600,109.6,16.98,0.00,"[tp]",0,05:23:44:53,40.4,2d 10h ,60.5,0.51,114.6,17.189999999999998,-58.2,-8.73,66.3,97.1,-5.00,-0.75
,51688349,04/05/2017 17:40,10/05/2017 13:10,AUDCHF,Buy,0.02,0.00000,0.74300,0.73303,0.74300,0.0000,0.1600,99.7,15.44,0.00,"[tp]",0,05:19:29:55,38.6,2d 5h ,60.5,0.57,102.3,15.344999999999999,-58.1,-8.715,63.8,98.4,-2.60,-0.39
,51688329,04/05/2017 17:40,10/05/2017 12:04,AUDCHF,Buy,0.02,0.00000,0.74200,0.73304,0.74200,0.0000,0.1600,89.6,13.92,0.00,"[tp]",0,05:18:23:38,38.1,2d 4h ,60.5,0.65,89.6,13.44,-58.2,-8.73,60.6,100.0,0.00,0.00
,51688313,04/05/2017 17:40,10/05/2017 07:03,AUDCHF,Buy,0.02,0.00000,0.74100,0.73298,0.74100,0.0000,0.1600,80.2,12.47,0.00,"[tp]",0,05:13:22:50,36.4,2d ,60.5,0.71,81.7,12.255,-57.6,-8.64,58.7,98.9,-1.50,-0.22
,51688274,04/05/2017 17:40,09/05/2017 17:57,AUDCHF,Buy,0.02,0.00000,0.74000,0.73300,0.74000,0.0000,0.1200,70.0,10.88,0.00,"[tp]",0,05:00:17:19,29.2,1d 11h ,65.6,0.84,72.7,10.905,-60.7,-9.105,54.5,98.0,-2.70,-0.41
,51688229,04/05/2017 17:40,09/05/2017 17:57,AUDCHF,Buy,0.02,0.00000,0.74000,0.73306,0.74000,0.0000,0.1200,69.4,10.79,0.00,"[tp]",0,05:00:17:30,28.7,1d 10h ,65.6,0.85,72.1,10.815,-61.3,-9.194999999999999,54.0,98.0,-2.70,-0.40
,51688116,04/05/2017 17:39,09/05/2017 17:39,AUDCHF,Buy,0.02,0.00000,0.73900,0.73296,0.73900,0.0000,0.1200,60.4,9.41,0.00,"[tp]",0,04:23:59:49,29.3,1d 11h ,65.6,0.95,63.4,9.51,-60.3,-9.045,51.3,97.6,-3.00,-0.45
,51688094,04/05/2017 17:39,09/05/2017 03:43,AUDCHF,Buy,0.02,0.00000,0.73800,0.73295,0.73800,0.0000,0.1200,50.5,7.94,0.00,"[tp]",0,04:10:03:55,20.0,21h 12m,65.6,1.16,51.9,7.784999999999999,-60.2,-9.03,46.3,98.8,-1.40,-0.21
,51688090,04/05/2017 17:39,08/05/2017 16:54,AUDCHF,Buy,0.02,0.00000,0.73700,0.73298,0.73700,0.0000,0.0800,40.2,6.31,0.00,"[tp]",0,03:23:15:27,10.6,10h 5m,65.6,1.51,40.2,6.03,-60.5,-9.075,39.9,100.0,0.00,0.00
